Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
bioclast,Fossil,derives_from,http://purl.obolibrary.org/obo/RO_0001000,bivalve,domain_term,1.0,"predominantly derived from bivalves, ostracods, and gastropods",ACCEPTED,Valid.
bioclast,Fossil,derives_from,http://purl.obolibrary.org/obo/RO_0001000,ostracod,domain_term,1.0,"predominantly derived from bivalves, ostracods, and gastropods",ACCEPTED,Valid.
bioclast,Fossil,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic alteration,domain_term,1.0,can be subject to significant diagenetic alteration,ACCEPTED,Valid.
micrite,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate mud,domain_term,1.0,is a microcrystalline carbonate mud,ACCEPTED,Valid.
micrite,Sediment,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,precipitation,external,1.0,precipitates in high pH lacustrine settings,REJECTED,Unknown object category 'unknown'.
micrite,Sediment,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,low-energy environment,domain_term,1.0,"accumulates as pelagic background sediment in low-energy, deep-water environments",REJECTED,"Domain violation: 'Sediment' has metatypes ['Continuant', 'IndependentContinuant', 'MaterialEntity'] which do not intersect allowed domain ['Process', 'ProcessBoundary'] for 'occurs_in'."
micrite,Sediment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,grain-supported rocks,external,1.0,can also occur as an intergranular filling in grain-supported rocks,REJECTED,Unknown object category 'unknown'.
continental margin,site,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,continental crust,domain_term,0.8,represents the transition between continental crust and an oceanic basin,ACCEPTED,Valid.
continental margin,site,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,Santos Basin,domain_term,1.0,"hosting major rift-related sedimentary basins, such as the Santos Basin",ACCEPTED,Valid.
lithofacies,Facies,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,rock,domain_term,1.0,is a body of rock,REJECTED,"Domain violation: 'Facies' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['MaterialEntity', 'Object'] for 'constituted_by'."
lithofacies,Facies,has_quality,http://purl.obolibrary.org/obo/RO_0000086,composition,external,1.0,"defined by a specific set of observable lithological characteristics, such as composition",REJECTED,Unknown object category 'unknown'.
lithofacies,Facies,has_quality,http://purl.obolibrary.org/obo/RO_0000086,rock texture,domain_term,1.0,"defined by a specific set of observable lithological characteristics, such as composition and texture",REJECTED,"Domain violation: 'Facies' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'has_quality'."
florianopolis high,Body of Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,magmatism,domain_term,0.8,This dominantly magmatic feature,ACCEPTED,Valid.
primary porosity,Lithology,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,sedimentary rock,domain_term,1.0,is the void space within a sedimentary rock,ACCEPTED,Valid.
primary porosity,Lithology,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,interparticle porosity,domain_term,1.0,this commonly includes interparticle porosity between grains,ACCEPTED,Valid.
primary porosity,Lithology,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,compaction,domain_term,1.0,often reduced by subsequent compaction,ACCEPTED,Valid.
primary porosity,Lithology,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,cementation,domain_term,1.0,often reduced by subsequent compaction and cementation,ACCEPTED,Valid.
saddle dolomite,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenesis,domain_term,1.0,is a diagenetic dolomite mineral... typically forms during middle to late diagenesis,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 92%.
saddle dolomite,Earth Material,derives_from,http://purl.obolibrary.org/obo/RO_0001000,hydrothermal fluid,domain_term,1.0,"forms... from hot, saline fluids",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 80%.
saddle dolomite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fracture,domain_term,0.8,often associated with fractures,REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
saddle dolomite,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,hydrothermal fluid flow,external,0.8,considered an indicator of hydrothermal fluid flow,REJECTED,Unknown object category 'unknown'.
pore system,Geological Structure,located_in,http://purl.obolibrary.org/obo/BFO_0000171,rock,domain_term,1.0,the totality of pore space within a rock volume,REJECTED,"Domain violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
pore system,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,pore,domain_term,1.0,the totality of pore space... of all constituent voids,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 75%.
pore system,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenetic process,domain_term,1.0,resulting from the interplay of depositional fabrics and subsequent diagenetic processes,REJECTED,"Domain violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
clay mineral,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate,domain_term,1.0,In the Brazilian Pre-Salt lacustrine carbonates,ACCEPTED,Valid.
clay mineral,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,mg-silicate,domain_term,1.0,"predominantly authigenic, aluminum-free magnesium silicates",ACCEPTED,Valid.
clay mineral,Earth Material,has_quality,http://purl.obolibrary.org/obo/RO_0000086,particle size,external,1.0,characterized by a particle size of less than 2 micrometers,REJECTED,Unknown object category 'unknown'.
rework facies,Facies Association,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,intraclast,domain_term,1.0,predominantly composed of transported and redeposited intraclasts,REJECTED,"Domain violation: 'Facies Association' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['MaterialEntity', 'Object'] for 'constituted_by'."
rework facies,Facies Association,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,shrub,domain_term,1.0,"intraclasts of other Pre-Salt components, such as crystal shrubs",REJECTED,"Domain violation: 'Facies Association' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['MaterialEntity', 'Object'] for 'constituted_by'."
rework facies,Facies Association,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,spherulite,external,1.0,"intraclasts of other Pre-Salt components, such as... spherulites",REJECTED,Unknown object category 'unknown'.
rework facies,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,interparticle porosity,domain_term,0.8,often forming intervals with significant interparticle porosity,ACCEPTED,Valid.
macabu formation,Formation,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,late aptian,domain_term,1.0,is a late Aptian lithostratigraphic unit,REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['Quality', 'RelationalQuality'] for 'has_age'."
macabu formation,Formation,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,pre-salt succession,domain_term,1.0,of the Brazilian Pre-Salt succession,ACCEPTED,Valid.
macabu formation,Formation,located_in,http://purl.obolibrary.org/obo/BFO_0000171,campos basin,domain_term,1.0,contains significant hydrocarbon reservoir intervals within the Campos Basin,ACCEPTED,Valid.
macabu formation,Formation,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,calcite shrub,domain_term,1.0,including... calcite shrubs,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 67%.
post-rift phase,Geological Time Interval,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,syn-rift,domain_term,1.0,follows the syn-rift,ACCEPTED,Valid.
post-rift phase,Geological Time Interval,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,thermal subsidence,domain_term,1.0,primarily characterized by long-wavelength thermal subsidence,ACCEPTED,Valid.
post-rift phase,Geological Time Interval,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,aptian,domain_term,1.0,this Aptian-age stage,REJECTED,"Domain violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'has_age'."
post-rift phase,Geological Time Interval,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,barra velha formation,domain_term,1.0,encompasses the deposition of the lacustrine carbonates of the Barra Velha Formation,REJECTED,"Domain violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed domain ['Process', 'ProcessBoundary'] for 'has_participant'."
sediment,Sediment,derives_into,http://purl.obolibrary.org/obo/RO_0001001,sedimentary rock,domain_term,1.0,to form the precursor to sedimentary rock,ACCEPTED,Valid.
sediment,Sediment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine environment,domain_term,1.0,deposited by... processes within a lacustrine environment,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 86%.
sediment,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,shrub,domain_term,1.0,these materials primarily include in-situ microbial precipitates like shrubs,ACCEPTED,Valid.
sediment,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate mud,domain_term,1.0,include... fine-grained carbonate muds,ACCEPTED,Valid. | Warnings: Evidence mismatch: quoted evidence not found in NLD (word overlap 50%). Possible hallucination.
ooid,Geological Object,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,nucleus,domain_term,1.0,consists of a nucleus enveloped by a cortex,ACCEPTED,Valid.
ooid,Geological Object,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,mg-clay,domain_term,1.0,originally composed of magnesium clays,ACCEPTED,Valid.
ooid,Geological Object,located_in,http://purl.obolibrary.org/obo/BFO_0000171,alkaline lacustrine environment,domain_term,1.0,"formed in a dynamic, non-marine alkaline lacustrine system",ACCEPTED,Valid.
ooid,Geological Object,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,are now preserved as calcite,ACCEPTED,Valid.
reservoir property,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,reservoir rock,domain_term,1.0,"characteristic that is used to describe and quantify the state, quality, and behavior of a subsurface rock formation",ACCEPTED,Valid.
reservoir property,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,fluid,domain_term,1.0,"and fluid attributes such as composition, pressure, and temperature",ACCEPTED,Valid.
pyrite,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,thermochemical sulfate reduction,external,1.0,forms in Pre-Salt carbonates through processes such as thermochemical sulfate reduction,REJECTED,Unknown object category 'unknown'.
pyrite,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenesis,domain_term,1.0,is often remobilized during diagenesis,ACCEPTED,Valid.
pyrite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fracture,domain_term,1.0,commonly occurs as a secondary mineral filling fractures,REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
pyrite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore,domain_term,1.0,commonly occurs as a secondary mineral filling fractures and pores,ACCEPTED,Valid.
half-graben,Basin,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,normal fault,domain_term,1.0,bounded on one side by a major normal or listric fault,ACCEPTED,Valid.
half-graben,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,extensional tectonics,external,1.0,Formed during extensional tectonics,REJECTED,Unknown object category 'unknown'.
half-graben,Basin,has_part,http://purl.obolibrary.org/obo/BFO_0000051,syn-rift deposit,external,1.0,filled with syn-rift deposits,REJECTED,Unknown object category 'unknown'.
conglomerate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,clast,external,1.0,composed of rounded to subrounded clasts larger than 2 millimeters in diameter,REJECTED,Unknown object category 'unknown'.
conglomerate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,matrix,domain_term,1.0,cemented within a finer-grained matrix,ACCEPTED,Valid.
conglomerate,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,basalt,domain_term,1.0,"contain a heterogeneous mix of clasts, including basement gneiss, basalt, limestone, and intraformational silica",ACCEPTED,Valid.
conglomerate,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,limestone,domain_term,1.0,"contain a heterogeneous mix of clasts, including basement gneiss, basalt, limestone, and intraformational silica",ACCEPTED,Valid.
organic-rich shale,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,organic matter,domain_term,1.0,characterized by a high content of organic matter,ACCEPTED,Valid.
organic-rich shale,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,kerogen,external,1.0,these rocks typically contain amorphous kerogen,REJECTED,Unknown object category 'unknown'.
