Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
intercrystalline porosity,Pore Space Feature,rdfs:subClassOf,Geological Structure,False,"Intercrystalline porosity is a type of secondary porosity that consists of the void spaces located between the individual crystals of a rock. In Brazilian Pre-Salt reservoirs, it is a predominant pore type in dolostones, typically formed by diagenetic processes such as dolomitization, recrystallization, or the dissolution of precursor minerals like stevensite between dolomite crystals and spherulites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
stylolite,diagenetic feature,rdfs:subClassOf,Geological Structure,False,"A stylolite is a serrated diagenetic surface that is formed by pressure solution, a process of localized rock dissolution under compressive stress. It is characterized by the accumulation of insoluble residue, such as clay minerals, pyrite, and quartz, which become concentrated along the dissolution surface. In Pre-Salt reservoirs, stylolites are common in various lithofacies, can cross-cut earlier diagenetic features, and may be associated with enhanced fracture porosity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
microfracture,fracture,rdfs:subClassOf,Geological Structure,False,"A microfracture is a small-scale fracture that is observable at the microscopic level, typically occurring isolated within or cutting across individual grains such as spherulites. In Pre-Salt carbonates, it constitutes an important type of secondary porosity that can significantly enhance reservoir permeability, although it is often found occluded by cements like silica.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
fault system,Geological Structure,rdfs:subClassOf,Geological Structure,False,"A fault system is a set of genetically related extensional faults that are active during a specific tectono-stratigraphic interval, collectively controlling accommodation space and sediment deposition within a rift basin. These systems are identified and differentiated from one another primarily by the relative age of the syn-rift growth strata whose deposition they controlled. In the context of the Brazilian Pre-Salt, fault systems are often classified into distinct phases corresponding to the Early, Intermediate, and Late Rift stages.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
stacking pattern,Stratigraphic Pattern,rdfs:subClassOf,Geological Structure,False,"Stacking pattern is a vertical arrangement of sedimentary facies that records a systematic change in depositional environments through a stratigraphic succession. These patterns are fundamental for defining stratigraphic cycles and sequences at various hierarchical scales, reflecting trends such as upward-deepening or the increasing abundance of specific components like shrubs in the Pre-Salt lacustrine carbonates.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
structure,Geological Structure,rdfs:subClassOf,Geological Structure,False,"Structure is a geological feature that results from the tectonic deformation of rock strata, forming a distinct geometric configuration such as a fold or fault block. In the Brazilian Pre-Salt, these features are typically large-scale extensional or transtensional horsts, half-grabens, and anticlines that formed during the South Atlantic rifting. These structural highs are fundamental as they create the primary trapping mechanism for hydrocarbons and control the development and distribution of carbonate reservoir facies.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
open fracture,fracture,rdfs:subClassOf,Geological Structure,False,"Open fracture is a geological discontinuity, also known as an opening-mode fracture or joint, that is characterized by the separation of its walls with minimal to no shear displacement, creating a distinct aperture. In the Brazilian Pre-Salt, these fractures are typically associated with tectonic stresses in brittle silicified layers and contribute significantly to non-matrix porosity, even when partially or fully filled with cements, bitumen, or rock debris.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
karst,diagenetic feature,rdfs:subClassOf,Geological Structure,False,"Karst is a set of geological features and associated pore systems that results from the dissolution of soluble carbonate rocks by percolating aqueous fluids, often controlled by fractures and faults. In the Brazilian Pre-Salt, this process can be hypogenic, driven by ascending thermal fluids, or related to subaerial exposure during lake-level falls, creating stratigraphically discordant non-matrix porosity. While karstification can significantly enhance reservoir permeability, intense dissolution may also lead to cavern collapse, the formation of karst breccias, and a subsequent reduction in reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
diagenetic feature,Geological Structure,rdfs:subClassOf,Geological Structure,False,"A diagenetic feature is an observable physical, chemical, or textural characteristic of a rock that results from post-depositional diagenetic processes. In Brazilian Pre-Salt carbonates, prominent examples include dolomitization, silicification, cementation, compaction effects like stylolites, and modifications to porosity. These features are studied at multiple scales, from microscopic textures to large-scale alteration zones mapped via seismic data.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
rift fault,fault,rdfs:subClassOf,Geological Structure,False,"A rift fault is a tectonic fault, typically a normal fault, that forms during the extensional phase of a rift basin's development. In the Brazilian Pre-Salt, these faults control the initial basin geometry, the deposition of syn-rift sedimentary sequences, and the compartmentalization of carbonate reservoirs. Subsequent reactivation of these faults, often with an oblique or transtensional component, can generate fracture networks that significantly impact reservoir porosity and permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
reservoir architecture,Geological Structure,rdfs:subClassOf,Geological Structure,False,"Reservoir architecture is the three-dimensional framework of a petroleum reservoir that is defined by the spatial distribution, geometry, and connectivity of its constituent sedimentary, stratigraphic, and structural elements. This framework includes the arrangement of different rock facies and porosity systems, such as matrix, fractures, and vugs, which collectively govern reservoir heterogeneity, compartmentalization, and fluid flow.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
trap,Geological Structure,rdfs:subClassOf,Geological Structure,False,"A trap is a geological configuration that confines hydrocarbons within a reservoir rock by combining a porous reservoir geometry with an overlying, impermeable seal. In the Brazilian Pre-Salt, traps are predominantly large structural highs, characterized as four-way closures, where Aptian carbonate reservoirs are effectively sealed by the thick overlying Ariri Formation evaporites, although stratigraphic components can also contribute to hydrocarbon confinement.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
rift system,Structural Framework,rdfs:subClassOf,Geological Structure,False,"A rift system is a large-scale structural framework that is formed by crustal extension and characterized by a series of normal faults creating an alternating pattern of structural highs (horsts) and lows (grabens). These fault-bounded grabens function as depocenters, accumulating thick sequences of syn-rift sediments which, in the context of the Brazilian Pre-Salt, include the critical lacustrine carbonate reservoirs. This phase of mechanical subsidence is a precursor to the thermal sag phase that marks the evolution towards a passive continental margin.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
downlap,Stratigraphic Geometry,rdfs:subClassOf,Geological Structure,False,"Downlap is a type of basal stratal termination in which initially inclined seismic reflectors or strata terminate downdip against a lower, typically more horizontal, surface. This geometric relationship is characteristic of prograding depositional systems, where younger strata build outwards and downwards over an older surface, often indicating a condensed section or maximum flooding surface below.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
basement structure,structure,rdfs:subClassOf,Geological Structure,False,"A basement structure is a large-scale structural configuration within the geological basement that is characterized by a rift-related geometry of horsts, grabens, and half-grabens bounded by normal faults. In the Brazilian Pre-Salt, these features are formed within the crystalline basement and associated volcanic rocks, such as the Cabiúnas Formation, creating a pronounced paleotopography of structural highs and lows. This inherited rift-phase topography is a primary control on the deposition, thickness, and facies distribution of the overlying sag-phase carbonate reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
cyclicity,Stratigraphic Pattern,rdfs:subClassOf,Geological Structure,False,"Cyclicity is a stratigraphic pattern that is characterized by the repetitive vertical succession of specific facies or sets of reservoir properties. In the Brazilian Pre-Salt, these cycles are typically driven by high-frequency climatic and lake-level oscillations, and their vertical stacking is a primary control on reservoir heterogeneity by creating alternating layers of high and low-quality rock.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
