Term,RAG_Context_Used,Category,Reasoning,NLD
oil-water contact,True,Geological Boundary,It is a depth-defined subsurface boundary separating oil-saturated from water-saturated reservoir intervals.,"Oil-water contact is a reservoir fluid boundary that marks the depth at which the oil-saturated interval passes into the underlying water-saturated interval. In Brazilian pre-salt carbonate reservoirs, it is commonly estimated from a significant resistivity-log contrast, calibrated with porosity logs and pressure data, and spatial irregularities in its depth may indicate perched water effects or reservoir compartmentalization."
rifted margin,True,Geological Object,"It denotes a large-scale crustal geological entity formed by extension, faulting, and crustal thinning along a continental margin.","Rifted margin is a continental margin that develops through lithospheric extension, faulting, and crustal thinning, commonly culminating in plate rupture and the onset of oceanic spreading. In the Brazilian Pre-Salt basins, it is expressed by fault-compartmentalized crustal blocks and syn-rift stratigraphic sequences bounded by key unconformities from rift onset to breakup, followed by increased thermal subsidence."
saponite,True,Earth Material,"It describes a naturally occurring clay mineral material in reservoir rocks, fitting GeoCore's Earth Material.","Saponite is a magnesium-rich smectite clay mineral that belongs to the Mg-smectite group and occurs in Aptian Brazilian Pre-Salt carbonates as part of the authigenic Mg-silicate clay assemblage. In Santos Basin reservoir facies, it is typically a minor clay associated with kerolite, stevensite, and sepiolite, commonly forming part of the clayey substrate linked to the growth of spherulites and shrubs. In XRD-based studies, it may be grouped with stevensite within Mg-smectite because distinguishing the two requires additional analytical work."
sequence boundary,True,Geological Boundary,It is a stratigraphic surface marking a physical discontinuity that bounds adjacent stratigraphic units.,"Sequence boundary is a stratigraphic surface that bounds adjacent depositional sequences by marking a break in sedimentation expressed as erosion, nondeposition, or truncation. In the Brazilian Pre-Salt, it commonly corresponds to internal or regional unconformities separating stratigraphic units, recognizable in seismic data by angular truncations and, in some core-scale cycles, by clay-enriched horizons."
lula field,True,site,"A hydrocarbon field denotes a bounded subsurface location defined relative to reservoir and seal materials, fitting BFO site.","Lula Field is a giant offshore pre-salt hydrocarbon field that occurs in the Santos Basin, Brazil, within Lower Cretaceous lacustrine carbonate reservoirs sealed by a thick salt interval. Discovered by the Tupi-1 well in 2006 and hosted on the Tupi High, it was the landmark multibillion-barrel discovery that proved the productivity and global significance of the Brazilian pre-salt play."
santos outer high,True,Body of Rock,"It is described as an uplifted, fault-bounded basement block system, i.e. a discrete geologic rock body.","Santos Outer High is an intrabasinal structural high that comprises an uplifted, fault-bounded basement block system in the central Santos Basin, forming a NE-SW-trending closure and a long-lived palaeohigh during Barremian–Aptian pre-salt deposition. Its elevated and relatively clastic-starved setting favored the development of extensive lacustrine carbonates, especially in the Barra Velha interval, and it contains the principal oil fields of the Santos pre-salt province."
florianópolis high,True,Body of Rock,It is a named regional magmatic structural high that functions as a discrete physical geologic body.,"Florianópolis High is a regional structural and physiographic high that forms the southern boundary of the Santos Basin and separates it from the Pelotas Basin, being dominantly magmatic in origin. In the Brazilian pre-salt context, it acted as a paleogeographic barrier that helped isolate the Santos Basin from fully marine waters to the south, influencing its distinct tectono-sedimentary evolution and lacustrine carbonate reservoir development."
evaporitic deposit,True,Sedimentary Rock,"It describes an evaporite accumulation of halite and anhydrite formed by chemical precipitation, which is a sedimentary rock.","Evaporitic deposit is a chemical sedimentary deposit that forms by precipitation and accumulation of soluble salts from highly concentrated saline waters under strong evaporation. In the Brazilian Pre-Salt, it commonly refers to the Aptian Ariri Formation evaporites—mainly halite and anhydrite, with locally potassium and magnesium salts—that overlie the Barra Velha carbonates, form a thick regional seal, and can undergo early salt movement because of internal rheological contrasts."
reservoir facies,True,Facies,It is a facies type defined by characteristic pore-system and petrophysical properties favorable to hydrocarbon storage and flow.,"Reservoir facies is a depositional or diagenetic facies that has pore-system architecture and petrophysical properties favorable for hydrocarbon storage and flow. In the Brazilian Pre-Salt, the best reservoir facies commonly include stromatolites, grainstones, and shrub- or spherulite-rich facies, where connected primary porosity may be further enhanced by dissolution and fractures. Distinguishing reservoir facies from tighter muddy, bench-interior, or profundal facies is fundamental for predicting porosity-permeability distribution and production behavior."
lake margin,True,Sedimentary Environment,It describes a depositional setting at the transition between open lake and adjacent shallow-water or exposed areas.,"Lake margin is the boundary zone of a lacustrine system that marks the transition between the open lake and adjacent shallow-water or exposed areas, and whose position migrates with lake-level changes. In the Brazilian Pre-Salt, distance to the lake margin is a key control on water depth, hydrodynamic energy, facies distribution, and reservoir heterogeneity, and its migration can be inferred from seismic onlap patterns."
