Term,NLD,Context_Used
bioclastic rudstone,"Bioclastic rudstone is a coarse-grained bioclastic carbonate rock that contains skeletal grains larger than 2 mm, commonly dominated in the Brazilian Pre-Salt by fragmented and disarticulated bivalve shells with variable sorting and common intraclasts. In Pre-Salt lacustrine reservoirs, it commonly shows a highly heterogeneous pore system with interparticle, moldic, intraparticle, and vugular porosity, so its permeability varies strongly with pore type and diagenetic overprint such as dissolution, recrystallization, and cementation.",True
cyclothem,"Cyclothem is a meter-scale stratigraphic succession that records a repeated lacustrine shallowing-upward evaporitic cycle from flooding-phase laminated carbonate muds to spherulitic and shrub-like calcite facies, commonly capped by thin grainstones of reworked shrub, spherulite, and intraclast debris. In the Brazilian Pre-Salt, especially in the Barra Velha and equivalent units, cyclothems are typically about 0.75–5 m thick and reflect alternations between flooding, evaporation, and changes in pH, alkalinity, and Mg-silicate precipitation in shallow alkaline lakes.",True
heterogeneity,"Heterogeneity is a reservoir characteristic that consists of spatial variations in rock, petrophysical, and flow properties produced by depositional, structural, and diagenetic processes. In Brazilian Pre-Salt carbonates, it occurs across multiple scales, commonly as cyclic alternations of high- and low-quality layers and contrasting pore systems, and it can create flow baffles or sealed compartments that control reservoir connectivity and production behavior.",True
bioclast,"Bioclast is a sedimentary carbonate grain that consists of whole or fragmented skeletal remains of organisms, commonly bivalves, ostracods, and gastropods in Brazilian Pre-Salt lacustrine carbonates. In bioclastic grainstones, rudstones, and coquinas, bioclasts commonly occur as reworked or abraded shell material and may be micritized, recrystallized, dolomitized, or silicified, influencing interparticle and intraparticle porosity.",True
intraclastic rudstone,"Intraclastic rudstone is a grain-supported carbonate rock that is dominated by reworked intraclasts larger than 2 mm, commonly derived from crystal shrub crusts, spherulitestones, laminated carbonates, dolomudstones, and other lacustrine carbonate fragments. In the Brazilian pre-salt, it typically shows poor to moderate sorting, variable grain rounding, and may include silicified particles or minor clay matrix. It commonly preserves interparticle porosity and may develop additional secondary porosity through dissolution.",True
lake level,"Lake level is a depositional boundary condition that defines the elevation of the lacustrine water surface relative to a reference datum and controls bathymetry, accommodation space, and facies distribution in Pre-Salt carbonate systems. In forward stratigraphic modeling, it is commonly represented as a relative or absolute variation curve derived and calibrated from lithology logs, seismic data, and conceptual depositional models to reproduce deepening and shallowing trends through time.",True
lacustrine system,"Lacustrine system is a depositional system that develops within a lake basin and controls the sedimentary, chemical, and ecological processes that generate lake deposits. In the Brazilian Pre-Salt, it refers to the vast Aptian alkaline, stratified to meromictic lake system that occupied much of the South Atlantic rift depression, hosted carbonate accumulation, and preceded the deposition of the overlying evaporites.",True
spherulitic mudstone,"Spherulitic mudstone is a mud-rich lacustrine carbonate facies that consists of a mud matrix containing dispersed spherulites in amounts below 70%. In the Brazilian Pre-Salt, it is commonly parallel laminated, with rounded spherulitic grains that are loosely packed and rarely in contact. Compared with Mg-rich mudstone, it typically shows higher porosity and permeability and a predominant free-fluid signature.",True
silica nodule,"Silica nodule is a diagenetic siliceous concretion that occurs as a discrete almond-shaped to rounded body of microcrystalline to macrocrystalline quartz within pre-salt lacustrine carbonate mudstones and dolomudstones. In the Santos Basin, it commonly forms during early diagenesis together with silica layers, reflecting localized silica precipitation driven by changes in pore-water chemistry and possibly by dissolution of Mg-clay minerals.",True
wave base,"Wave base is a hydrodynamic depth threshold that marks the effective lower limit of significant wave-induced energy and sediment reworking on the substrate. In the Brazilian Pre-Salt lacustrine carbonates, it is commonly treated as a shallow boundary, around 10 m in stratigraphic models, that helps distinguish wave-agitated shrubstone and reworked facies near or above it from lower-energy fine-grained or chemogenic deposits below it.",True
rifting,"Rifting is a tectonic process that stretches and thins continental lithosphere, producing block faulting, subsidence, and fault-bounded basin development during continental breakup. In the Brazilian Pre-Salt, the rifting phase was accompanied by extensive volcanism and generated half-grabens and structural relief that controlled paleophysiography, lacustrine chemistry, and the distribution of syn-rift sediments and reservoir facies.",True
effective porosity,"Effective porosity is a petrophysical property that quantifies the interconnected portion of a rock's pore volume available for fluid storage and flow, excluding isolated pores and non-contributing bound water. In Brazilian Pre-Salt carbonates, it is commonly estimated from NMR logs and interpreted together with total porosity, free-fluid content, permeability, and fracture intensity to assess reservoir quality and production behavior.",True
sepiolite,"Sepiolite is a hydrated magnesium silicate clay mineral that occurs as a minor authigenic Mg-silicate phase in Aptian pre-salt lacustrine carbonates, commonly associated with kerolite and stevensite in clay-rich substrates. In the Brazilian Pre-Salt, it is typically subordinate in abundance and may reflect alteration of stevensitic clays, including under exposure-related or evaporative conditions.",True
